r_{1}	r_{2}	r_{3}
0.32217021241213295	2.096209062554791	3.108654092235198
-0.07375094914055814	1.8826756785720378	4.0882895603781675
-0.5790147542451227	2.3242127014128062	3.6922895162381413
0.06318885759048455	2.0045912244478306	3.6806381732764843
0.10530413501259524	1.861638857300627	4.0312967147179775
0.13173532806535426	1.1753662601769725	5.53895771490696
0.05610414082408881	1.5106005756817313	5.775269802957637
-0.08233598766669863	2.368188832173064	4.664219162787786
0.010666465450196595	1.9686483611779608	3.836724826254144
-0.20172950795398845	1.9514882825786957	3.4593004145639696
-0.28274621125470134	2.3821921645183366	4.448202579668081
-0.02010014688427486	2.5374684508685608	4.6088387437300895
-0.1742603422149524	2.0157879530377567	3.531946297202305
-0.40143825972023056	2.3858926353845122	4.765953804703486
-0.006166901538566257	2.0573374940963234	2.2282204534300076
0.17596418124948257	1.764619491897255	3.1550381643937544
0.12592256983753541	2.2047814113398543	3.3748332783134702
-0.14704509904990046	1.2434447405799123	4.520187625335832
0.6838829266995022	1.5010254762446666	2.610218355926027
-0.24424522031971996	2.4495649761268843	2.7661999560525095
-0.5441055666388668	1.732700563916703	4.3928021380992925
0.08682426475279882	1.3914555951354985	4.495556114575731
0.1961201162296065	1.2659282119677626	3.212143348723646
0.11277295290719543	1.4373520768227963	4.85053604207065
-0.0161679742800635	1.9840679823883605	4.520732600626133
0.2730697580263202	0.9174743684876507	3.8179762082252973
-0.10570612932366334	2.3973218357597474	3.3686568917450463
0.06859378069829179	0.9512679066104202	3.1156513878196277
0.13525852982356482	1.4513452506467173	3.388193803964885
0.3403217999928008	1.493986968909153	5.64838923415828
-0.06896401071234806	2.8703543476002578	3.704517191762608
1.003208644816869	2.549661806863588	5.731988094222927
-0.1417964083725454	1.5721914083581228	4.679543334857023
0.05863348496395234	2.0256532766045425	4.022076287837405
0.04852459322793353	1.6156803824062904	4.451198122726864
0.2321209819530975	2.7287196470411317	6.055175263739246
-0.2013588639333373	2.3880941191227136	4.4966061509096455
-0.21596514257748092	0.796491872515547	3.5666276714359735
0.45088377996993956	1.378385581704324	3.0967673970244602
0.09196580969382971	1.892796248493443	3.589957495671226
0.3265525971474435	2.3257820971663157	4.683199439984963
0.0005687548238898108	2.3952347855782588	4.336848828524511
-0.3630751024696383	1.3263698492910525	4.3915631353250175
0.45094759028851283	2.5998097176906403	3.849965246082716
-0.12633085397444174	2.201413815694818	4.122973415066425
0.028419771278267163	2.405782796036432	4.780823153181871
0.060846246316512725	1.2220683954474847	3.729706510361174
-0.05804493100138301	1.7370459452672367	2.888258453260012
